,Mouse FACS astrocytes,Mouse FACS astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse neurons,Mouse neurons,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse microglia,Mouse microglia,Mouse endothelial,Mouse endothelial,Mouse whole brain,Mouse whole brain,Mouse whole brain
1600019K03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1600020E01Rik,10.6,10.7,4.6,3.0,6.8,7.0,9.2,7.7,9.2,10.0,5.0,5.7,2.7,5.0,6.7,5.3,9.3,10.3,9.9,8.7,9.4
1600021P15Rik,1.9,1.3,1.1,1.1,1.8,1.6,9.4,10.4,23.6,28.0,12.2,17.8,2.8,4.2,0.6,0.7,2.3,2.2,12.2,11.5,12.1
1600025M17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1600027N09Rik,0.3,0.3,0.3,0.3,0.7,0.1,4.9,4.4,6.6,5.4,4.8,5.5,1.2,1.8,4.2,3.5,5.3,5.8,4.6,3.7,5.0
1600029D21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1
1600029I14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2
1600029O15Rik,0.1,0.1,0.1,0.1,0.1,0.1,1.2,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.3,0.4
1700001C02Rik,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,1.1,1.0
1700001C19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,1.0,1.2,1.6,0.1,0.1,0.1
1700001F09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700001G11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.3,0.2,0.2,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1
1700001G17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.6,1.0,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.4,0.1,0.4,0.2
1700001J03Rik,0.4,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700001J11Rik,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.5,0.5,0.3,0.1,0.2
1700001K19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700001K23Rik,0.6,0.2,0.2,0.1,0.1,0.2,1.5,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.2,0.1,0.1,0.4,0.1
1700001L05Rik,0.0,0.0,0.1,0.1,0.1,0.1,0.4,0.7,0.1,0.2,0.1,0.1,0.1,0.1,0.5,0.9,0.1,0.1,0.6,0.4,0.2
1700001L19Rik,0.2,0.3,0.3,0.2,0.1,0.5,1.8,1.2,0.3,0.7,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,3.8,3.7,3.5
1700001O22Rik,0.1,0.2,0.1,0.3,0.2,0.1,0.8,0.6,2.4,4.3,1.0,0.6,0.3,1.1,0.4,0.2,0.6,1.0,1.7,1.6,1.3
1700001P01Rik,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.3,0.1,0.2,3.2,3.1,2.8,3.6,0.1,0.1,0.4,0.3,0.2,0.2,0.1
1700003E16Rik,0.1,0.1,0.1,0.1,0.1,0.1,2.3,2.5,0.5,1.9,0.3,0.4,0.6,1.7,1.4,2.0,0.1,0.1,4.1,6.5,3.8
1700003F12Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.2,0.1,0.1,0.1,0.1,5.9,6.0,0.3,0.2,0.6,0.6,0.6
1700003G13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700003G18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700003H04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700003L19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700003M02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.2,1.0,1.3,1.2
1700003M07Rik,9.2,7.4,14.0,20.9,24.4,19.6,0.3,0.7,2.5,0.7,0.4,0.3,0.1,0.3,0.1,0.1,0.1,0.1,2.4,2.8,2.6
1700006A11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700006E09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700007B14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700007F19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700007G11Rik,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,1.0,1.3,0.5
1700007I08Rik,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
1700007K09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1
1700007K13Rik,0.8,1.6,0.3,0.6,0.7,0.6,0.4,0.5,0.2,0.2,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.4,1.9,1.1,2.2
1700007P06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008A04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008F21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008I05Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008J07Rik,1.0,0.5,1.6,0.9,1.2,0.8,0.5,0.3,0.6,0.4,0.4,0.1,0.2,0.2,0.2,0.3,0.1,0.1,0.2,0.3,0.5
1700008K24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2
1700008O03Rik,0.1,0.1,0.1,0.3,0.1,0.1,0.6,0.6,0.2,0.2,0.4,0.4,0.3,0.5,0.1,0.1,0.1,0.1,0.7,0.7,0.8
1700008P02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700008P20Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700009J07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1
1700009N14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700009P17Rik,0.2,0.2,0.1,0.5,0.5,1.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.8,0.4,0.6,0.6,2.1,1.3,2.4
1700010B08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010D01Rik,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010I02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010I14Rik,0.1,0.2,0.7,0.1,0.1,0.1,0.4,0.7,0.8,0.8,0.6,0.6,0.6,0.7,0.5,0.3,0.4,0.3,0.8,0.7,0.8
1700010J16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010K23Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700010M22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011A15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011E24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011F03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011F14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011H14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011I03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.3,0.2
1700011L22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700011M02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012A03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012A16Rik,0.1,0.0,0.1,0.1,0.1,0.1,0.8,0.4,0.2,0.2,0.6,0.6,0.3,0.3,0.1,0.1,0.1,0.1,0.7,0.5,0.5
1700012B07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700012B09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.7,1.3
1700012B15Rik,0.1,0.1,0.1,0.1,0.1,0.1,11.6,11.8,10.2,11.1,9.3,10.2,8.0,8.6,15.3,12.7,8.0,8.4,7.2,6.3,6.4
1700012D14Rik,0.1,0.3,0.6,0.2,1.0,0.2,0.4,0.5,0.6,0.1,0.4,0.2,0.2,0.3,0.1,0.1,0.2,0.1,0.6,0.5,0.7
1700012L04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
1700012P22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2
1700013D24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700013F07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.8
1700013G24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700013H16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
1700013N18Rik,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700014N06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700015E13Rik,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
1700015F17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700015G11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016C15Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016D06Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016H13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
1700016K19Rik,0.1,0.1,0.1,0.3,0.1,0.4,0.6,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.5,2.2,1.9,2.8
1700016L21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016M24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700016P04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017B05Rik,2.4,1.6,1.6,2.1,3.5,2.0,1.0,0.8,4.7,2.9,0.5,1.3,0.3,0.7,71.5,77.5,8.1,7.4,2.3,2.2,1.7
1700017D01Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017G19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017J07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700017N19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018A04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,1.3,0.1,0.1,0.2
1700018A14Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
1700018B08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018B24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018C11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018F24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700018L02Rik,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.7,1.2,1.1,1.2,1.5,1.2,1.9,0.6,0.2,1.5,1.4,1.3,1.4,1.2
1700018L24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019A02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019B03Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019D03Rik,2.6,2.6,1.8,1.6,0.7,1.4,0.9,1.0,5.5,3.2,1.7,0.5,0.6,0.6,0.1,0.1,0.1,0.2,1.6,1.2,1.5
1700019E08Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019E19Rik,5.3,6.4,9.7,5.0,6.5,6.2,3.9,3.2,5.8,8.0,10.4,12.8,9.2,11.8,1.5,1.2,10.6,12.6,7.9,7.1,9.5
1700019G17Rik,8.4,6.6,9.1,5.6,8.2,6.0,0.6,0.7,2.6,2.7,1.0,0.8,1.0,1.1,0.3,0.4,0.8,0.9,2.2,1.8,2.9
1700019G24Rik,0.1,0.1,0.2,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.8
1700019L03Rik,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.5,0.6
1700019M22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019N12Rik,0.4,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.3,0.5,0.8,0.3,0.3,1.6,1.4,1.1
1700019N19Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700019O17Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020A23Rik,0.1,0.3,0.1,0.1,0.1,0.1,0.3,0.5,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.3
1700020C07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.4,0.3,0.2,0.1
1700020D05Rik,0.3,1.3,0.1,0.1,0.3,0.1,0.7,0.5,0.9,0.3,0.5,0.2,0.1,0.1,0.4,0.2,0.1,0.1,0.4,0.5,0.7
1700020I14Rik,8.2,6.5,12.8,13.4,17.7,14.3,32.3,33.9,22.0,9.9,12.8,4.4,3.2,5.6,2.0,1.7,17.9,17.1,54.2,72.4,50.9
1700020L24Rik,0.2,0.5,0.1,0.2,0.4,0.5,0.1,0.2,1.1,0.6,0.4,0.5,1.3,1.1,2.2,3.6,8.6,7.4,0.8,1.2,1.5
1700020M21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020N01Rik,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,0.1
1700020N18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700020O03Rik,1.5,1.4,1.7,1.8,1.8,1.9,5.2,6.3,6.5,6.7,6.6,7.7,5.2,6.7,9.1,8.3,4.6,4.5,7.5,8.0,8.1
1700021C14Rik,1.5,1.9,2.3,0.5,0.8,1.3,1.3,2.0,0.8,1.0,1.5,2.4,3.3,3.6,1.9,2.3,1.8,3.3,0.8,0.9,1.4
1700021F05Rik,8.4,11.3,7.2,7.5,7.3,10.0,7.1,8.5,7.0,6.7,4.4,3.6,3.0,4.2,2.5,2.1,3.2,3.1,9.3,9.3,9.9
1700021F07Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700021K19Rik,1.7,1.5,2.8,1.9,2.4,2.1,12.0,12.7,14.3,16.8,29.0,37.9,22.6,21.9,7.3,10.4,5.9,6.2,11.6,12.0,12.1
1700022A21Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022E09Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022I11Rik,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700022P22Rik,0.4,0.2,0.3,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700023A16Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
1700023E05Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3
1700023F02Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4
1700023L04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.4,0.4,0.2,0.4,0.6
1700024G13Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.6,0.4,0.7
1700024P03Rik,0.3,0.2,0.2,0.1,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700024P04Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700024P16Rik,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
1700025B11Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025C18Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025E21Rik,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025F22Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025F24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025G04Rik,1.2,0.8,1.7,2.1,2.1,1.7,4.4,4.2,15.2,13.3,6.5,5.3,1.2,2.0,0.7,0.4,0.3,0.4,8.1,8.9,6.8
1700025K23Rik,3.0,6.3,3.6,2.4,3.0,2.2,6.7,7.3,6.9,8.3,5.6,6.1,4.6,6.9,0.7,0.7,2.9,3.0,5.5,6.2,6.0
1700025M24Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1700025N23Rik,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
